eval_id,benchmark,pair_id,src_lang,tgt_lang,source,reference
en-zh-0423,flores_devtest,423,en,zh,"Taiwan beginning start way back in 15th century where European sailors passing by record the island’s name as Ilha Formosa, or beautiful island.",西方对台湾的了解可以追溯到 15 世纪。当时路过的欧洲水手将该岛命名为“福尔摩沙岛”(Ilha Formosa)，意思是美丽的岛屿。
en-zh-0439,flores_devtest,439,en,zh,Its all-pervading power affected everyone from king to commoner.,从国王到平民，它遍布十方的力量影响着每一个人。
en-zh-0442,flores_devtest,442,en,zh,"Soon after the outbreak of hostilities, Britain initiated a naval blockade of Germany.",敌对行动爆发后不久，英国开始对德国实施海上封锁。
en-zh-0447,flores_devtest,447,en,zh,"After seeing the horrors and atrocities of war during World War I, nations desired to avoid such a situation again in the future.",目睹第一次世界大战中的肆虐残暴后，各国都渴望避免重蹈覆辙。
en-zh-0449,flores_devtest,449,en,zh,"He arrived in the US with 4 cents to his name, a book of poetry, and a letter of recommendation from Charles Batchelor (his manager in his previous job) to Thomas Edison.",他在抵达美国时，身上带着 4 美分、一本诗集，还有一封查尔斯•巴舍勒（Charles Batchelor）（他前份工作的经理）写给托马斯•爱迪生（Thomas Edison）的推荐信。
en-zh-0491,flores_devtest,491,en,zh,It was at this time that the transfer of the title of Fashion Capital from Constantinople to Paris was made.,正是在这个时候，时尚之都的称号从君士坦丁堡转移到了巴黎。
en-zh-0502,flores_devtest,502,en,zh,"Members of a subculture often signal their membership through a distinctive and symbolic use of style, which includes fashions, mannerisms, and argot.",亚文化群体的成员，常常会象征性地利用独特的行事风格来表明他们的成员身份，包括时尚服装、举止和黑话。
en-zh-0512,flores_devtest,512,en,zh,"Children are placed in Foster Care for a wide variety of reasons that range from neglect, to abuse, and even to extortion.",孩子们因为各种原因被寄养，原因有被忽视、被虐待，甚至是被勒索。
en-zh-0540,flores_devtest,540,en,zh,"The Tibetan Buddhism is based on the teachings of Buddha, but were extended by the mahayana path of love and by a lot of techniques from Indian Yoga.",藏传佛教以佛陀的教义为基础，但通过大乘佛教的普世之爱和印度瑜伽的许多技巧得到了拓展。
en-zh-0552,flores_devtest,552,en,zh,"At the same time, the German navy, using mainly U-boats, was trying to stop this traffic.",与此同时，以 U 型潜艇为主力的德国海军试图拦截这场运输。
en-zh-0631,flores_devtest,631,en,zh,Vatican City's population is around 800. It is the smallest independent country in the world and the country with the lowest population.,梵蒂冈城的人口大约有 800 人。它是世界上最小的独立国家，也是人口最少的国家。
en-zh-0632,flores_devtest,632,en,zh,Vatican City uses Italian in its legislation and official communications.,梵蒂冈城在法律法规和官方通信中使用意大利语。
en-zh-0636,flores_devtest,636,en,zh,"Aristotle, a philosopher, theorised that everything is made up of a mixture of one or more of four elements. They were earth, water, air, and fire.",哲学家亚里士多德提出一种理论，即任何事物都是由土、水、空气和火四种元素中的一种或多种组成的。
en-zh-0676,flores_devtest,676,en,zh,The rise of new technologies allows us to see and investigate brain structures and processes never seen before.,新技术的兴起让我们能够看到和研究大脑的结构和工作过程，这些是以前从未见过的。
en-zh-0685,flores_devtest,685,en,zh,Sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes.,以虚拟方式分享实地考察，也是回顾行程以及与以后班级分享经验的好办法。
en-zh-0700,flores_devtest,700,en,zh,"The Arabs also brought Islam to the lands, and it took in a big way in the Comoros and Mayotte.",阿拉伯人也把伊斯兰教带到了这片土地，这一教义在科摩罗和马约特国家盛行。
en-zh-0704,flores_devtest,704,en,zh,It is helpful to also wear a ring (just not one that looks too expensive.,戴戒指也会有帮助（但不要戴看上去太贵的戒指。
en-zh-0717,flores_devtest,717,en,zh,"Combined with its relative inaccessibility, ""Timbuktu"" has come to be used as a metaphor for exotic, distant lands.",又因为相对偏僻，“廷巴克图”被用来比喻遥远的异国他乡。
en-zh-0742,flores_devtest,742,en,zh,"The two towers rise to a height of 83 meters, it's 378 meters long and it has two lanes of 3.50 m wide.",两座桥塔高 83 米，桥的长度为 378 米，有两条 3.50米宽的车道。
en-zh-0746,flores_devtest,746,en,zh,"The Chaco region was home to other groups of indigenous tribes such as the Guaycurú and Payaguá, who survived by hunting, gathering and fishing.",查科 (Chaco) 地区是瓜伊库鲁 (Guaycuru) 和帕亚瓜 (Payagua) 等其他土著部落的家园，他们靠狩猎、采集和捕鱼为生。
en-zh-0761,flores_devtest,761,en,zh,"The winter can be deceptively chilly: temperatures rarely go below freezing, but the wind and humidity combine to make it feel colder than what the thermometer says.",冬天可能会比看上去显得更冷：温度很少低于零度，但当风和湿度结合在一起，会让人感觉比温度计显示的温度要冷。
en-zh-0768,flores_devtest,768,en,zh,"Apia is the capital of Samoa. The town is on the island of Upolu and has a population of just under 40,000.",阿皮亚是萨摩亚的首都。该城镇位于乌波卢（Upolu）岛上，人口数量不足 4 万。
en-zh-0771,flores_devtest,771,en,zh,"All the ships were sunk, except for one British cruiser. Nearly 200 American and German lives were lost.",除了一艘英国巡航舰外，其余船只悉数沉没。近 200 名美国人和德国人丧失生命。
en-zh-0787,flores_devtest,787,en,zh,"Saltwater Crocodiles do not actively live in the ocean, their primary habitat is in river estuaries north from Rockhampton.",咸水鳄的主要栖息地并非海洋，而是罗克汉普顿 (Rockhampton) 北部的河口。
en-zh-0814,flores_devtest,814,en,zh,"If you booked your flights and accommodation for 2020 before the postponement was announced, you may have a tricky situation.",如果你在宣布推迟之前预订了 2020 年的航班和住宿，则可能会面临棘手的情况。
